Ticker,Strategy,Backtest Results,timestamp
TSLA,SMA_Crossover,"'
        ✅ Backtest Complete
        Ticker: TSLA
        Strategy: SMA_Crossover
        Total Return: -17.93%
        Sharpe Ratio: -0.24
        Max Drawdown: -25.14%
        ",2026-05-10 12:52:21.094889
